motor_angle_deg,ambient_temp_c,elapsed_time_min,raw_phase_deg,raw_mag_dB,phase_drift_error_deg,true_phase_deg,true_mag_dB,predicted_drift_deg,calibrated_phase_deg
86.0,22.2,4.256,-111.1113,-50.0036,0.1299,-111.4744,-50.0,0.1302,-111.2415
87.0,22.201,4.272,-111.046,-49.8326,0.1305,-111.7042,-50.0,0.1315,-111.1775
88.0,22.202,4.288,-111.6577,-49.4356,0.1311,-111.8685,-50.0,0.1315,-111.7892
89.0,22.202,4.304,-111.8354,-50.1679,0.1316,-111.9671,-50.0,0.1325,-111.9679
90.0,22.203,4.32,-112.9502,-50.4686,0.1322,-112.0,-50.0,0.1325,-113.0827
91.0,22.204,4.336,-111.3596,-50.0362,0.1328,-111.9671,-50.0,0.1331,-111.4927
92.0,22.205,4.352,-111.8811,-49.2466,0.1333,-111.8685,-50.0,0.1331,-112.0142
93.0,22.205,4.368,-108.4305,-50.4644,0.1339,-111.7042,-50.0,0.1333,-108.5638
94.0,22.206,4.384,-108.9799,-49.7399,0.1344,-111.4744,-50.0,0.1332,-109.1131
95.0,22.207,4.4,-110.4657,-47.9011,0.135,-111.1794,-48.3643,0.1341,-110.5998
96.0,22.207,4.416,-111.8286,-46.1366,0.1356,-110.8196,-45.1904,0.134,-111.9626
97.0,22.208,4.432,-111.9278,-42.3432,0.1361,-110.3953,-42.5073,0.1346,-112.0624
98.0,22.209,4.448,-107.9836,-39.9436,0.1367,-109.907,-40.1849,0.1346,-108.1182
99.0,22.21,4.464,-108.8239,-38.2472,0.1373,-109.3552,-38.1403,0.135,-108.9589
100.0,22.21,4.48,-107.8826,-36.5758,0.1378,-108.7407,-36.3172,0.1349,-108.0175
101.0,22.211,4.496,-110.5424,-34.9126,0.1384,-108.0639,-34.6763,0.1356,-110.678
102.0,22.212,4.512,-105.7957,-33.3208,0.139,-107.3258,-33.1893,0.1359,-105.9316
103.0,22.212,4.528,-105.706,-31.9563,0.1395,-106.5271,-31.8354,0.1358,-105.8418
104.0,22.213,4.544,-107.1943,-30.7955,0.1401,-105.6688,-30.5992,0.1353,-107.3296
105.0,22.214,4.56,-105.3184,-29.6069,0.1407,-104.7518,-29.4691,0.136,-105.4544
106.0,22.215,4.576,-103.2402,-27.9605,0.1412,-103.7771,-28.4368,0.1338,-103.374
107.0,22.215,4.592,-102.5253,-27.982,0.1418,-102.7458,-27.4963,0.1338,-102.6591
108.0,22.216,4.608,-101.955,-27.343,0.1424,-101.6591,-26.6434,0.1338,-102.0888
109.0,22.217,4.624,-100.5306,-25.3931,0.1429,-100.5183,-25.8758,0.1338,-100.6644
110.0,22.217,4.64,-99.559,-25.2695,0.1435,-99.3245,-25.1926,0.1336,-99.6926
111.0,22.218,4.656,-97.7063,-24.7497,0.1441,-98.0792,-24.5944,0.1467,-97.853
112.0,22.219,4.672,-94.4319,-24.1274,0.1446,-96.7838,-24.0829,0.1462,-94.5781
113.0,22.22,4.688,-99.1445,-23.5778,0.1452,-95.4397,-23.6615,0.1467,-99.2912
114.0,22.22,4.704,-94.258,-23.5447,0.1458,-94.0485,-23.3351,0.1455,-94.4035
115.0,22.221,4.72,-92.2007,-22.9082,0.1464,-92.6118,-23.1106,0.144,-92.3447
116.0,22.222,4.736,-90.5402,-23.3821,0.1469,-91.1311,-22.9972,0.1437,-90.6839
117.0,22.222,4.752,-90.0186,-23.1277,0.1475,-89.6082,-23.007,0.1425,-90.1611
118.0,22.223,4.768,-90.5319,-24.0424,0.1481,-88.0448,-23.1565,0.1425,-90.6744
119.0,22.224,4.784,-85.8021,-22.9993,0.1486,-86.4428,-23.4681,0.1409,-85.943
120.0,22.225,4.8,-82.0636,-24.0439,0.1492,-84.8038,-23.9735,0.1409,-82.2045
121.0,22.225,4.816,-85.281,-24.4507,0.1498,-83.13,-24.7188,0.1571,-85.4381
122.0,22.226,4.832,-79.9769,-25.5851,0.1503,-81.423,-25.7758,0.157,-80.1339
123.0,22.227,4.848,-80.0269,-27.0452,0.1509,-79.685,-27.2651,0.157,-80.1839
124.0,22.227,4.864,-77.8585,-29.4187,0.1515,-77.918,-29.4156,0.1571,-78.0156
125.0,22.228,4.88,-77.5512,-32.5991,0.1521,-76.1239,-32.7544,0.1571,-77.7083
126.0,22.229,4.896,-74.654,-39.4715,0.1526,-74.305,-39.087,0.1573,-74.8113
127.0,22.229,4.912,-70.3599,-50.4685,0.1532,-72.4632,-50.0,0.1573,-70.5172
128.0,22.23,4.928,-69.573,-36.4467,0.1538,-70.6007,-36.4062,0.1584,-69.7314
129.0,22.231,4.944,-65.967,-31.0901,0.1544,-68.7198,-30.8182,0.1587,-66.1257
130.0,22.232,4.96,-64.9016,-26.9125,0.1549,-66.8226,-27.4827,0.1587,-65.0603
131.0,22.232,4.976,-64.0973,-25.0309,0.1555,-64.9114,-25.1809,0.1587,-64.256
132.0,22.233,4.992,-60.2164,-23.7996,0.1561,-62.9884,-23.5131,0.1588,-60.3752
133.0,22.234,5.008,-60.2408,-22.4125,0.1567,-61.0559,-22.3039,0.1588,-60.3996
134.0,22.234,5.024,-57.717,-21.415,0.1572,-59.1162,-21.4682,0.1607,-57.8777
135.0,22.235,5.04,-57.4586,-20.9935,0.1578,-57.1716,-20.9663,0.1607,-57.6193
136.0,22.236,5.056,-54.9662,-20.6797,0.1584,-55.2244,-20.7884,0.1608,-55.127
137.0,22.237,5.072,-54.1641,-20.9226,0.159,-53.2769,-20.95,0.1614,-54.3255
138.0,22.237,5.088,-49.6876,-22.0527,0.1595,-51.3315,-21.4965,0.1618,-49.8494
139.0,22.238,5.104,-50.998,-23.3794,0.1601,-49.3906,-22.519,0.1618,-51.1598
140.0,22.239,5.12,-46.1222,-24.3485,0.1607,-47.4564,-24.1991,0.1629,-46.2851
141.0,22.239,5.136,-45.6561,-26.7191,0.1613,-45.5314,-26.9433,0.1631,-45.8192
142.0,22.24,5.152,-41.6991,-32.1229,0.1618,-43.6178,-31.978,0.1643,-41.8634
143.0,22.241,5.168,-40.4293,-49.5054,0.1624,-41.718,-50.0,0.1643,-40.5936
144.0,22.241,5.184,-36.9404,-33.7188,0.163,-39.8344,-33.7,0.1645,-37.1049
145.0,22.242,5.2,-36.7095,-26.44,0.1636,-37.9692,-26.9828,0.1648,-36.8743
146.0,22.243,5.216,-38.3187,-22.8789,0.1641,-36.1247,-23.3397,0.165,-38.4837
147.0,22.243,5.232,-34.2391,-20.5613,0.1647,-34.3033,-20.9818,0.1655,-34.4046
148.0,22.244,5.248,-34.1,-19.8848,0.1653,-32.5073,-19.4034,0.166,-34.266
149.0,22.245,5.264,-31.3503,-18.3969,0.1659,-30.7387,-18.4038,0.1664,-31.5167
150.0,22.246,5.28,-26.5667,-17.4127,0.1665,-29.0,-17.9018,0.1664,-26.7331
151.0,22.246,5.296,-26.1699,-17.7745,0.167,-27.2932,-17.8835,0.1666,-26.3365
152.0,22.247,5.312,-26.5014,-18.1723,0.1676,-25.6206,-18.3941,0.1669,-26.6683
153.0,22.248,5.328,-25.3367,-20.1171,0.1682,-23.9843,-19.562,0.1674,-25.5041
154.0,22.248,5.344,-22.1684,-20.9217,0.1688,-22.3864,-21.6892,0.1678,-22.3362
155.0,22.249,5.36,-22.4844,-25.9298,0.1693,-20.8289,-25.6133,0.1681,-22.6525
156.0,22.25,5.376,-20.1506,-36.4314,0.1699,-19.3139,-35.6336,0.1685,-20.3191
157.0,22.25,5.392,-17.2048,-32.6682,0.1705,-17.8433,-32.5277,0.1688,-17.3736
158.0,22.251,5.408,-14.515,-24.5876,0.1711,-16.4191,-23.6086,0.1691,-14.6841
159.0,22.252,5.424,-13.9583,-19.7602,0.1717,-15.0431,-19.3262,0.1692,-14.1275
160.0,22.252,5.44,-16.982,-15.6279,0.1722,-13.7173,-16.6513,0.1692,-17.1512
161.0,22.253,5.456,-11.8139,-15.0475,0.1728,-12.4433,-14.8954,0.169,-11.9829
162.0,22.254,5.472,-10.9415,-14.3806,0.1734,-11.2229,-13.8095,0.169,-11.1105
163.0,22.255,5.488,-9.263,-13.2935,0.174,-10.0578,-13.3036,0.1689,-9.4319
164.0,22.255,5.504,-6.3507,-13.7405,0.1746,-8.9496,-13.3813,0.168,-6.5187
165.0,22.256,5.52,-10.8195,-13.7967,0.1751,-7.8998,-14.1425,0.169,-10.9885
166.0,22.257,5.536,-7.6208,-16.2176,0.1757,-6.9099,-15.8618,0.1688,-7.7896
167.0,22.257,5.552,-4.9186,-19.2152,0.1763,-5.9813,-19.3235,0.1675,-5.0861
168.0,22.258,5.568,-7.3109,-28.8734,0.1769,-5.1154,-28.4146,0.1688,-7.4797
169.0,22.259,5.584,-1.922,-25.3353,0.1775,-4.3134,-26.3749,0.1823,-2.1043
170.0,22.259,5.6,-2.846,-16.4252,0.1781,-3.5766,-16.6267,0.1837,-3.0297
171.0,22.26,5.616,-1.4575,-11.8508,0.1786,-2.906,-11.7926,0.1823,-1.6398
172.0,22.261,5.632,-2.9799,-8.6707,0.1792,-2.3027,-8.5535,0.1837,-3.1636
173.0,22.261,5.648,-0.3673,-6.3846,0.1798,-1.7678,-6.1632,0.1817,-0.549
174.0,22.262,5.664,0.4811,-4.6334,0.1804,-1.302,-4.3291,0.1813,0.2998
175.0,22.263,5.68,-0.376,-3.2217,0.181,-0.9062,-2.9063,0.1817,-0.5577
176.0,22.263,5.696,-0.0481,-1.1421,0.1815,-0.5812,-1.8135,0.1816,-0.2297
177.0,22.264,5.712,0.2601,-1.2225,0.1821,-0.3275,-1.0014,0.1816,0.0785
178.0,22.265,5.728,-1.2581,-1.2913,0.1827,-0.1458,-0.4395,0.1824,-1.4405
179.0,22.266,5.744,-0.0745,-0.5755,0.1833,-0.0365,-0.1091,0.1816,-0.2561
-180.0,22.266,5.76,-0.0449,0.3711,0.1839,-0.0,0.0,0.1734,-0.2183
-179.0,22.267,5.776,0.723,-0.21,0.1845,-0.0366,-0.1091,0.1878,0.5352
-178.0,22.268,5.792,1.5383,-0.4931,0.185,-0.1465,-0.4395,0.1878,1.3505
-177.0,22.268,5.808,-1.732,-0.5335,0.1856,-0.3298,-1.0014,0.1881,-1.9201
-176.0,22.269,5.824,-0.5879,-2.1243,0.1862,-0.5866,-1.8135,0.188,-0.7759
-175.0,22.27,5.84,1.4921,-2.6533,0.1868,-0.9168,-2.9063,0.1878,1.3043
-174.0,22.27,5.856,-2.2483,-4.5962,0.1874,-1.3203,-4.3291,0.1888,-2.4371
-173.0,22.271,5.872,-2.8421,-5.9328,0.188,-1.7967,-6.1632,0.1888,-3.0309
-172.0,22.272,5.888,-1.8539,-8.7099,0.1886,-2.3459,-8.5535,0.1881,-2.042
-171.0,22.272,5.904,-1.5115,-11.8893,0.1891,-2.9672,-11.7926,0.1881,-1.6996
-170.0,22.273,5.92,-3.4535,-16.2986,0.1897,-3.6603,-16.6267,0.1892,-3.6427
-169.0,22.274,5.936,-2.2408,-26.0757,0.1903,-4.4245,-26.3749,0.1892,-2.43
-168.0,22.274,5.952,-3.7831,-28.4807,0.1909,-5.2592,-28.4146,0.1894,-3.9725
-167.0,22.275,5.968,-4.7092,-19.5122,0.1915,-6.1634,-19.3235,0.1902,-4.8994
-166.0,22.276,5.984,-6.1132,-15.2221,0.1921,-7.1364,-15.8618,0.1915,-6.3047
-165.0,22.276,6.0,-4.4931,-13.9068,0.1926,-8.1772,-14.1425,0.1895,-4.6826
-164.0,22.277,6.016,-9.3992,-13.5378,0.1932,-9.2846,-13.3813,0.1936,-9.5928
-163.0,22.278,6.032,-13.2691,-13.5648,0.1938,-10.4577,-13.3036,0.194,-13.4631
-162.0,22.278,6.048,-9.0943,-13.3995,0.1944,-11.695,-13.8095,0.194,-9.2883
-161.0,22.279,6.064,-13.487,-14.8493,0.195,-12.9954,-14.8954,0.1957,-13.6827
-160.0,22.28,6.08,-14.0,-16.7167,0.1956,-14.3574,-16.6513,0.1964,-14.1964
-159.0,22.28,6.096,-13.619,-19.2802,0.1962,-15.7795,-19.3262,0.1964,-13.8154
-158.0,22.281,6.112,-19.4668,-23.4735,0.1967,-17.2602,-23.6086,0.1975,-19.6643
-157.0,22.282,6.128,-20.4779,-32.5504,0.1973,-18.7977,-32.5277,0.1975,-20.6754
-156.0,22.282,6.144,-22.5945,-35.1521,0.1979,-20.3905,-35.6336,0.1985,-22.793
-155.0,22.283,6.16,-23.0293,-25.1096,0.1985,-22.0366,-25.6133,0.1985,-23.2278
-154.0,22.284,6.176,-22.8757,-21.4764,0.1991,-23.7342,-21.6892,0.1987,-23.0744
-153.0,22.284,6.192,-24.4955,-19.0121,0.1997,-25.4815,-19.562,0.1987,-24.6942
-152.0,22.285,6.208,-26.6615,-18.3907,0.2003,-27.2762,-18.3941,0.1995,-26.861
-151.0,22.286,6.224,-31.0347,-17.6073,0.2009,-29.1164,-17.8835,0.1996,-31.2343
-150.0,22.286,6.24,-34.2637,-17.5,0.2014,-31.0,-17.9018,0.2006,-34.4643
-149.0,22.287,6.256,-32.6411,-17.9962,0.202,-32.9247,-18.4038,0.2006,-32.8417
-148.0,22.288,6.272,-35.3933,-19.037,0.2026,-34.8882,-19.4034,0.2011,-35.5944
-147.0,22.288,6.288,-35.996,-20.7294,0.2032,-36.8883,-20.9818,0.2011,-36.1971
-146.0,22.289,6.304,-37.6657,-22.5568,0.2038,-38.9225,-23.3397,0.2019,-37.8676
-145.0,22.29,6.32,-40.5767,-27.1987,0.2044,-40.9884,-26.9828,0.2022,-40.7789
-144.0,22.29,6.336,-41.7384,-33.7621,0.205,-43.0836,-33.7,0.2029,-41.9413
-143.0,22.291,6.352,-44.6561,-50.0858,0.2056,-45.2055,-50.0,0.2028,-44.8589
-142.0,22.292,6.368,-46.3503,-32.1252,0.2061,-47.3516,-31.978,0.2033,-46.5536
-141.0,22.292,6.384,-50.3695,-27.7388,0.2067,-49.5192,-26.9433,0.2034,-50.5729
-140.0,22.293,6.4,-51.7679,-23.6491,0.2073,-51.7058,-24.1991,0.2035,-51.9714
-139.0,22.294,6.416,-53.4056,-22.9294,0.2079,-53.9086,-22.519,0.2037,-53.6093
-138.0,22.294,6.432,-54.6858,-21.4285,0.2085,-56.125,-21.4965,0.2037,-54.8895
-137.0,22.295,6.448,-58.7338,-21.5188,0.2091,-58.3523,-20.95,0.2033,-58.9371
-136.0,22.296,6.464,-59.5963,-20.5401,0.2097,-60.5877,-20.7884,0.2033,-59.7996
-135.0,22.296,6.48,-63.0169,-21.2805,0.2103,-62.8284,-20.9663,0.2017,-63.2186
-134.0,22.297,6.496,-65.0372,-21.9226,0.2109,-65.0717,-21.4682,0.2016,-65.2388
-133.0,22.298,6.512,-65.8592,-22.2262,0.2114,-67.3149,-22.3039,0.2208,-66.08
-132.0,22.298,6.528,-72.3326,-23.7933,0.212,-69.555,-23.5131,0.2193,-72.5519
-131.0,22.299,6.544,-73.5215,-25.4106,0.2126,-71.7894,-25.1809,0.2193,-73.7408
-130.0,22.3,6.56,-76.0252,-27.414,0.2132,-74.0152,-27.4827,0.2194,-76.2446
-129.0,22.3,6.576,-79.5162,-30.4982,0.2138,-76.2296,-30.8182,0.2189,-79.7351
-128.0,22.301,6.592,-79.2329,-36.7336,0.2144,-78.4299,-36.4062,0.2191,-79.452
-127.0,22.302,6.608,-79.2742,-50.3965,0.215,-80.6133,-50.0,0.2191,-79.4933
-126.0,22.302,6.624,-82.9889,-39.0776,0.2156,-82.7771,-39.087,0.2191,-83.208
-125.0,22.303,6.64,-84.4056,-32.5387,0.2162,-84.9185,-32.7544,0.2191,-84.6247
-124.0,22.304,6.656,-85.1842,-28.8305,0.2167,-87.0348,-29.4156,0.2186,-85.4028
-123.0,22.304,6.672,-86.9145,-27.6936,0.2173,-89.1234,-27.2651,0.2186,-87.1331
-122.0,22.305,6.688,-91.0673,-25.9029,0.2179,-91.1815,-25.7758,0.218,-91.2853
-121.0,22.305,6.704,-90.9577,-24.2485,0.2185,-93.2066,-24.7188,0.218,-91.1757
-120.0,22.306,6.72,-94.8389,-23.1843,0.2191,-95.1962,-23.9735,0.2145,-95.0534
-119.0,22.307,6.736,-98.184,-23.8654,0.2197,-97.1475,-23.4681,0.2253,-98.4093
-118.0,22.307,6.752,-99.7296,-23.452,0.2203,-99.0583,-23.1565,0.2238,-99.9534
-117.0,22.308,6.768,-102.926,-22.8545,0.2209,-100.926,-23.007,0.2238,-103.1498
-116.0,22.309,6.784,-103.859,-23.2283,0.2215,-102.7483,-22.9972,0.2238,-104.0828
-115.0,22.309,6.8,-104.8377,-23.4143,0.222,-104.5227,-23.1106,0.2239,-105.0616
-114.0,22.31,6.816,-104.8191,-23.2373,0.2226,-106.2471,-23.3351,0.2239,-105.043
-113.0,22.311,6.832,-105.1149,-23.0417,0.2232,-107.9193,-23.6615,0.2252,-105.3401
-112.0,22.311,6.848,-111.3864,-24.6067,0.2238,-109.537,-24.0829,0.2259,-111.6123
-111.0,22.312,6.864,-110.2845,-23.995,0.2244,-111.0982,-24.5944,0.2259,-110.5104
-110.0,22.313,6.88,-113.9366,-25.4226,0.225,-112.6008,-25.1926,0.2259,-114.1625
-109.0,22.313,6.896,-113.1054,-25.7375,0.2256,-114.043,-25.8758,0.2259,-113.3313
-108.0,22.314,6.912,-115.3934,-26.0071,0.2262,-115.4229,-26.6434,0.2262,-115.6196
-107.0,22.315,6.928,-119.2583,-27.3661,0.2268,-116.7387,-27.4963,0.2269,-119.4852
-106.0,22.315,6.944,-116.3689,-28.5558,0.2274,-117.9887,-28.4368,0.2265,-116.5954
-105.0,22.316,6.96,-119.8508,-29.1819,0.228,-119.1713,-29.4691,0.2272,-120.078
-104.0,22.316,6.976,-120.8572,-30.6685,0.2285,-120.2849,-30.5992,0.228,-121.0852
-103.0,22.317,6.992,-122.7037,-31.6269,0.2291,-121.3282,-31.8354,0.229,-122.9327
-102.0,22.318,7.008,-123.0513,-33.2712,0.2297,-122.2996,-33.1893,0.2294,-123.2807
-101.0,22.318,7.024,-122.326,-34.3319,0.2303,-123.1981,-34.6763,0.2294,-122.5554
-100.0,22.319,7.04,-124.0754,-36.8749,0.2309,-124.0225,-36.3172,0.2305,-124.3059
-99.0,22.32,7.056,-124.047,-38.5457,0.2315,-124.7715,-38.1403,0.2305,-124.2775
-98.0,22.32,7.072,-124.6694,-40.7485,0.2321,-125.4444,-40.1849,0.2315,-124.9009
-97.0,22.321,7.088,-123.8265,-42.5298,0.2327,-126.0402,-42.5073,0.2315,-124.058
-96.0,22.322,7.104,-126.839,-45.8022,0.2333,-126.5581,-45.1904,0.2325,-127.0715
-95.0,22.322,7.12,-128.9789,-48.641,0.2339,-126.9975,-48.3643,0.2325,-129.2114
-94.0,22.323,7.136,-125.5225,-50.443,0.2344,-127.3578,-50.0,0.2332,-125.7557
-93.0,22.323,7.152,-127.9007,-49.4081,0.235,-127.6385,-50.0,0.2333,-128.134
-92.0,22.324,7.168,-125.9317,-50.3963,0.2356,-127.8392,-50.0,0.2346,-126.1663
-91.0,22.325,7.184,-127.1485,-50.5146,0.2362,-127.9598,-50.0,0.2346,-127.3831
-90.0,22.325,7.2,-127.9599,-49.9007,0.2368,-128.0,-50.0,0.2356,-128.1955
-89.0,22.326,7.216,-127.1992,-49.3253,0.2374,-127.9598,-50.0,0.2356,-127.4348
-88.0,22.327,7.232,-124.6747,-50.0464,0.238,-127.8392,-50.0,0.2369,-124.9116
-87.0,22.327,7.248,-124.2844,-50.0155,0.2386,-127.6385,-50.0,0.2369,-124.5213
-86.0,22.328,7.264,-127.0145,-49.4837,0.2392,-127.3578,-50.0,0.2372,-127.2517
-85.0,22.329,7.28,-126.5174,-48.013,0.2398,-126.9975,-48.3643,0.2372,-126.7546
-84.0,22.329,7.296,-124.7034,-45.0202,0.2404,-126.5581,-45.1904,0.2381,-124.9415
-83.0,22.33,7.312,-127.0677,-42.7402,0.2409,-126.0402,-42.5073,0.2375,-127.3052
-82.0,22.33,7.328,-124.7033,-40.0025,0.2415,-125.4444,-40.1849,0.2383,-124.9416
-81.0,22.331,7.344,-124.5682,-38.6846,0.2421,-124.7715,-38.1403,0.2383,-124.8065
-80.0,22.332,7.36,-123.3089,-36.5667,0.2427,-124.0225,-36.3172,0.2392,-123.5481
-79.0,22.332,7.376,-124.2049,-34.1037,0.2433,-123.1981,-34.6763,0.2392,-124.4441
-78.0,22.333,7.392,-124.4401,-32.6686,0.2439,-122.2996,-33.1893,0.2395,-124.6796
-77.0,22.334,7.408,-124.1931,-31.6605,0.2445,-121.3282,-31.8354,0.2395,-124.4326
-76.0,22.334,7.424,-121.7159,-31.3709,0.2451,-120.2849,-30.5992,0.2393,-121.9552
-75.0,22.335,7.44,-119.6136,-29.9524,0.2457,-119.1713,-29.4691,0.2516,-119.8652
-74.0,22.335,7.456,-118.1822,-28.7086,0.2463,-117.9887,-28.4368,0.2513,-118.4335
-73.0,22.336,7.472,-113.586,-27.5649,0.2469,-116.7387,-27.4963,0.2508,-113.8368
-72.0,22.337,7.488,-113.5165,-27.1436,0.2474,-115.4229,-26.6434,0.2509,-113.7674
-71.0,22.337,7.505,-115.2381,-25.9743,0.248,-114.043,-25.8758,0.2509,-115.489
-70.0,22.338,7.521,-111.8306,-24.4857,0.2486,-112.6008,-25.1926,0.251,-112.0816
-69.0,22.339,7.537,-111.4595,-24.434,0.2492,-111.0982,-24.5944,0.2511,-111.7106
-68.0,22.339,7.553,-109.7137,-23.9953,0.2498,-109.537,-24.0829,0.2511,-109.9648
-67.0,22.34,7.569,-107.3909,-24.0685,0.2504,-107.9193,-23.6615,0.2506,-107.6415
-66.0,22.34,7.585,-105.0674,-23.9907,0.251,-106.2471,-23.3351,0.2503,-105.3177
-65.0,22.341,7.601,-104.78,-23.6019,0.2516,-104.5227,-23.1106,0.2482,-105.0282
-64.0,22.342,7.617,-100.9003,-23.6689,0.2522,-102.7483,-22.9972,0.2481,-101.1484
-63.0,22.342,7.633,-102.3862,-22.977,0.2528,-100.926,-23.007,0.2481,-102.6343
-62.0,22.343,7.649,-98.7954,-23.0029,0.2534,-99.0583,-23.1565,0.248,-99.0434
-61.0,22.343,7.665,-92.9971,-23.8543,0.2539,-97.1475,-23.4681,0.2462,-93.2433
-60.0,22.344,7.681,-94.607,-23.9143,0.2545,-95.1962,-23.9735,0.2445,-94.8515
-59.0,22.345,7.697,-90.8017,-24.1312,0.2551,-93.2066,-24.7188,0.2594,-91.0611
-58.0,22.345,7.713,-90.7885,-24.9927,0.2557,-91.1815,-25.7758,0.2594,-91.0479
-57.0,22.346,7.729,-87.9959,-26.9569,0.2563,-89.1234,-27.2651,0.2592,-88.2551
-56.0,22.347,7.745,-86.8631,-29.4855,0.2569,-87.0348,-29.4156,0.2592,-87.1223
-55.0,22.347,7.761,-84.9166,-32.4592,0.2575,-84.9185,-32.7544,0.2592,-85.1758
-54.0,22.348,7.777,-83.6882,-38.5463,0.2581,-82.7771,-39.087,0.2592,-83.9474
-53.0,22.348,7.793,-79.7092,-50.8029,0.2587,-80.6133,-50.0,0.2592,-79.9684
-52.0,22.349,7.809,-79.4479,-35.8134,0.2593,-78.4299,-36.4062,0.2592,-79.7071
-51.0,22.35,7.825,-74.9714,-31.036,0.2599,-76.2296,-30.8182,0.26,-75.2314
-50.0,22.35,7.841,-72.1268,-27.6967,0.2604,-74.0152,-27.4827,0.2601,-72.3869
-49.0,22.351,7.857,-70.9785,-25.3229,0.261,-71.7894,-25.1809,0.2601,-71.2386
-48.0,22.351,7.873,-69.7228,-23.385,0.2616,-69.555,-23.5131,0.2618,-69.9846
-47.0,22.352,7.889,-66.3717,-22.7484,0.2622,-67.3149,-22.3039,0.2621,-66.6338
-46.0,22.353,7.905,-65.2719,-21.5821,0.2628,-65.0717,-21.4682,0.2621,-65.534
-45.0,22.353,7.921,-61.1617,-20.7562,0.2634,-62.8284,-20.9663,0.2628,-61.4245
-44.0,22.354,7.937,-63.0708,-20.701,0.264,-60.5877,-20.7884,0.2627,-63.3335
-43.0,22.354,7.953,-58.5911,-20.7977,0.2646,-58.3523,-20.95,0.2652,-58.8563
-42.0,22.355,7.969,-58.8461,-21.626,0.2652,-56.125,-21.4965,0.2652,-59.1113
-41.0,22.356,7.985,-55.8855,-22.2415,0.2658,-53.9086,-22.519,0.2651,-56.1506
-40.0,22.356,8.001,-49.3936,-23.7765,0.2663,-51.7058,-24.1991,0.2663,-49.6599
-39.0,22.357,8.017,-47.9095,-26.5447,0.2669,-49.5192,-26.9433,0.2677,-48.1772
-38.0,22.358,8.033,-48.1633,-31.8069,0.2675,-47.3516,-31.978,0.2677,-48.431
-37.0,22.358,8.049,-47.1911,-49.6244,0.2681,-45.2055,-50.0,0.2678,-47.4589
-36.0,22.359,8.065,-47.2617,-33.3516,0.2687,-43.0836,-33.7,0.2679,-47.5296
-35.0,22.359,8.081,-41.5343,-25.9122,0.2693,-40.9884,-26.9828,0.2704,-41.8047
-34.0,22.36,8.097,-35.022,-22.8525,0.2699,-38.9225,-23.3397,0.2708,-35.2928
-33.0,22.361,8.113,-35.9655,-21.0173,0.2705,-36.8883,-20.9818,0.2715,-36.237
-32.0,22.361,8.129,-35.4565,-19.768,0.2711,-34.8882,-19.4034,0.2719,-35.7284
-31.0,22.362,8.145,-31.9554,-18.5083,0.2717,-32.9247,-18.4038,0.2721,-32.2275
-30.0,22.362,8.161,-33.0692,-18.0345,0.2722,-31.0,-17.9018,0.2724,-33.3416
-29.0,22.363,8.177,-29.2896,-17.6789,0.2728,-29.1164,-17.8835,0.2725,-29.5621
-28.0,22.363,8.193,-26.8536,-18.6742,0.2734,-27.2762,-18.3941,0.2725,-27.1261
-27.0,22.364,8.209,-25.3366,-19.0851,0.274,-25.4815,-19.562,0.2724,-25.609
-26.0,22.365,8.225,-22.2734,-22.245,0.2746,-23.7342,-21.6892,0.273,-22.5464
-25.0,22.365,8.241,-21.2444,-26.2663,0.2752,-22.0366,-25.6133,0.273,-21.5174
-24.0,22.366,8.257,-19.1122,-35.6877,0.2758,-20.3905,-35.6336,0.2734,-19.3856
-23.0,22.366,8.273,-19.5539,-32.8648,0.2764,-18.7977,-32.5277,0.2734,-19.8273
-22.0,22.367,8.289,-15.6365,-24.1119,0.277,-17.2602,-23.6086,0.2734,-15.9099
-21.0,22.368,8.305,-13.0586,-19.581,0.2775,-15.7795,-19.3262,0.2723,-13.3309
-20.0,22.368,8.321,-15.5345,-16.9559,0.2781,-14.3574,-16.6513,0.2734,-15.8079
-19.0,22.369,8.337,-14.0482,-14.8914,0.2787,-12.9954,-14.8954,0.2733,-14.3215
-18.0,22.369,8.353,-9.4121,-14.0577,0.2793,-11.695,-13.8095,0.2717,-9.6838
-17.0,22.37,8.369,-10.4648,-13.5193,0.2799,-10.4577,-13.3036,0.2931,-10.7579
-16.0,22.371,8.385,-6.8984,-13.3833,0.2805,-9.2846,-13.3813,0.2918,-7.1902
-15.0,22.371,8.401,-8.5599,-13.7368,0.2811,-8.1772,-14.1425,0.2929,-8.8528
-14.0,22.372,8.417,-4.6722,-15.2735,0.2817,-7.1364,-15.8618,0.2902,-4.9624
-13.0,22.372,8.433,-5.6839,-19.2644,0.2823,-6.1634,-19.3235,0.2913,-5.9752
-12.0,22.373,8.449,-4.589,-28.3243,0.2828,-5.2592,-28.4146,0.2902,-4.8792
-11.0,22.374,8.465,-1.794,-26.4482,0.2834,-4.4245,-26.3749,0.2882,-2.0822
-10.0,22.374,8.481,-3.919,-16.4342,0.284,-3.6603,-16.6267,0.2894,-4.2084
-9.0,22.375,8.497,-4.0943,-11.6365,0.2846,-2.9672,-11.7926,0.2894,-4.3837
-8.0,22.375,8.513,-2.7335,-8.0232,0.2852,-2.3459,-8.5535,0.2894,-3.0229
-7.0,22.376,8.529,-0.8325,-6.9187,0.2858,-1.7967,-6.1632,0.2883,-1.1208
